업종명,업소명,소재지(도로명),소재지(지번),소재지전화,업태명
일반음식점,불닭발땡초동대문엽기떡볶이 청주충북대점,"청주시 서원구 1순환로 674, 2층 (사창동)",청주시 서원구 사창동 428 2층 ,043-268-8592,분식
일반음식점,별난전,"청주시 서원구 1순환로694번길 11, 1층 (사창동)",청주시 서원구 사창동 519-1 1층 ,043-260-9277,한식
일반음식점,수미제면소,"청주시 서원구 내수동로102번길 32, 1층 (사창동)",청주시 서원구 사창동 217-7 1층 ,,분식
일반음식점,센트럴타이베이,"청주시 서원구 구룡산로51번가길 28, 1층 (성화동)",청주시 서원구 성화동 879 1층 ,,기타
일반음식점,오유미당 개신점,"청주시 서원구 복대로 32, 1층 (개신동)",청주시 서원구 개신동 626 1층 ,043-231-1782,기타
일반음식점,전설 딜리버리,"청주시 서원구 창신로 43, 1층 (사창동)",청주시 서원구 사창동 302-5 1층 ,,기타
일반음식점,족봉족발(성화점),"청주시 서원구 구룡산로51번마길 6, 1층 (성화동)",청주시 서원구 성화동 873 1층 ,043-233-9680,기타
일반음식점,두남자에프앤엘(F&L),"청주시 서원구 매봉로2번길 54, 1층 (분평동)",청주시 서원구 분평동 394-12 1층 ,043-295-8292,기타
일반음식점,돈까스잔치,"청주시 서원구 1순환로 840, 주1동 1층 (산남동)","청주시 서원구 산남동 산 20-1 1층, 주1동 ",043-267-1000,경양식
일반음식점,자담치킨 사창점,"청주시 서원구 예체로19번길 7, 1층 (개신동)",청주시 서원구 개신동 436-8 1층 ,043-276-0550,호프/통닭
일반음식점,노랑통닭 죽림점,"청주시 서원구 용호로5번길 42, 1층 (죽림동)",청주시 서원구 죽림동 305 1층 ,,호프/통닭
일반음식점,좋은날,"청주시 서원구 청남로 1959, 1층 (미평동)",청주시 서원구 미평동 1-1 1층 ,043-259-7879,기타
일반음식점,네모푸드 청주교대서원대점,"청주시 서원구 남들로35번길 5, 1층 (수곡동)",청주시 서원구 수곡동 88-1 1층 ,043-292-9985,기타
일반음식점,대맛담족발(개신점),"청주시 서원구 신율로53번길 10, 1층 (개신동)",청주시 서원구 개신동 609 1층 ,043-233-8941,기타
일반음식점,히어로국밥,"청주시 서원구 수곡로114번길 19, 1층 (수곡동)",청주시 서원구 수곡동 602 1층 ,,한식
일반음식점,우주키친 청주점,"청주시 서원구 창신로25번길 3, 1층 (사창동)",청주시 서원구 사창동 262-10 1층 ,,기타
일반음식점,소원,"청주시 서원구 남이면 가마3길 46, 1층",청주시 서원구 남이면 가마리 78-1 1층 ,,기타
일반음식점,채워,"청주시 서원구 매봉로2번길 55, 상가동 1층 102호 (분평동, 보성아파트)",청주시 서원구 분평동 301-2 보성아파트 상가동 102호,,호프/통닭
일반음식점,제주은희네해장국(청주점),"청주시 서원구 1순환로 1080-2, 1층 (분평동)",청주시 서원구 분평동 164-7 1층 ,,한식
일반음식점,"돈쫄돈 개신,가경점","청주시 서원구 장구봉로 134, 1층 (개신동)",청주시 서원구 개신동 547 1층 ,,기타
일반음식점,스시몽,"청주시 서원구 내수동로 130, 1층 7호 (사창동, 평화아파트)",청주시 서원구 사창동 272-2 평화아파트 7호,043-278-1133,일식
일반음식점,호수꼬치(산남점),"청주시 서원구 산남로 68, 센타프라자 1층 106호 (산남동)",청주시 서원구 산남동 659 센타프라자 1층 106호,043-292-8295,호프/통닭
일반음식점,삼일보신,"청주시 서원구 궁뜰로 108-2, 1층 (장암동)",청주시 서원구 장암동 347-22 1층 ,043-288-3179,한식
일반음식점,대성옛날통닭.분식,"청주시 서원구 창신로32번길 21, 1층 (사창동)",청주시 서원구 사창동 292-9 1층 ,,기타
일반음식점,혼밥대왕 수곡점,"청주시 서원구 수곡로27번길 24, 1층 (수곡동)",청주시 서원구 수곡동 988 1층 ,,기타
일반음식점,오늘의식당,"청주시 서원구 창직로 18, 1층 (사창동)","청주시 서원구 사창동 366-40 외 1필지, 1층 ",,한식
일반음식점,청담동 돼지갈비생목살,"청주시 서원구 구룡산로326번길 29, 1층 (수곡동)",청주시 서원구 수곡동 173-17 1층 ,,한식
일반음식점,큰손도깨비,"청주시 서원구 수곡로77번길 8-5, 1층 (수곡동)",청주시 서원구 수곡동 752 1층 ,043-285-4191,한식
일반음식점,사팔일(481),"청주시 서원구 신화로36번길 32, 제누스타 1층 106호 (성화동)",청주시 서원구 성화동 481 외 1필지 제누스타 106호,,기타
일반음식점,따오마,"청주시 서원구 안뜸로54번길 11, 1층 (분평동)",청주시 서원구 분평동 312-54 1층 ,,호프/통닭
일반음식점,작은부엌,"청주시 서원구 서원남로 67, 1층 (모충동)",청주시 서원구 모충동 252-16 1층 ,,경양식
일반음식점,해심이네 맛있는밥상,"청주시 서원구 호국로3번길 2, 1층 (모충동)",청주시 서원구 모충동 444-1 1층 ,,한식
일반음식점,레드(RED),"청주시 서원구 두꺼비로94번길 64-12, 1층 (산남동)",청주시 서원구 산남동 619 1층 ,,호프/통닭
일반음식점,진지덮밥,"청주시 서원구 1순환로672번길 45, 2층 (사창동)",청주시 서원구 사창동 453 2층 ,,한식
일반음식점,에꿍이치킨&을찌로떡볶이,"청주시 서원구 모충로3번길 81, 상가동 1층 113호 (개신동, 한진아파트)",청주시 서원구 개신동 41-5 한진아파트 ,043-233-9905,한식
일반음식점,자라쿠라멘,"청주시 서원구 내수동로102번길 42, 1층 (사창동)",청주시 서원구 사창동 217-38 1층 ,043-263-2584,일식
일반음식점,스티브잡술,"청주시 서원구 청남로 2144-1, 1층 (모충동)",청주시 서원구 모충동 94-21 1층 ,,한식
일반음식점,하루세끼,"청주시 서원구 창신로 27-1, 1층 (사창동)",청주시 서원구 사창동 265-11 1층 ,,한식
일반음식점,제이푸드,"청주시 서원구 구룡산로 341, 1층 (수곡동)",청주시 서원구 수곡동 92-18 1층 ,,한식
일반음식점,숯불꼼.닭,"청주시 서원구 매봉로 86, 1층 (수곡동)",청주시 서원구 수곡동 339 1층 ,,호프/통닭
일반음식점,미자네김밥,"청주시 서원구 구룡산로 24, D동 1층 107호 (성화동, 성화호반베르디움)",청주시 서원구 성화동 939 성화호반베르디움 D동 107호,043-233-1121,분식
일반음식점,푸드카페에이치오(HO),"청주시 서원구 청남로 2081-1, 새하동교회 1층 (수곡동)",청주시 서원구 수곡동 95-28 새하동교회 1층 ,,기타
일반음식점,투썸플레이스 씨제이비(CJB)센터점,"청주시 서원구 1순환로 840, 1층 (산남동)",청주시 서원구 산남동 산 20-1 1층 ,043-268-1000,기타
일반음식점,싱싱분식,"청주시 서원구 수곡로58번길 12, 1층 (수곡동)",청주시 서원구 수곡동 878 1층 ,,분식
일반음식점,신(辛)열날개,"청주시 서원구 원마루로8번길 8-11, 1층 (분평동)",청주시 서원구 분평동 1343 1층 ,043-293-9992,한식
일반음식점,훈훈(HOON HOON),"청주시 서원구 청남로2109번길 30, 태원건축사무소 1층 (모충동)",청주시 서원구 모충동 127-8 태원건축사무소 1층 ,,호프/통닭
일반음식점,스케치(Sketch),"청주시 서원구 1순환로680번길 11, 1층 (사창동)",청주시 서원구 사창동 503-1 1층 ,,호프/통닭
일반음식점,감동까스 청주수곡점,"청주시 서원구 수영로24번길 6, 1층 (수곡동)",청주시 서원구 수곡동 67-14 1층 ,,경양식
일반음식점,할머니네집,"청주시 서원구 구룡산로389번길 29, 1층 (수곡동)",청주시 서원구 수곡동 81-3 1층 ,043-286-5782,한식
일반음식점,골든피그,"청주시 서원구 산남로62번길 24, 1층 (산남동)",청주시 서원구 산남동 604 1층 ,,식육(숯불구이)
일반음식점,화독냉면&독불갈비청주사창점,"청주시 서원구 천석로 4, 1층 (사창동)",청주시 서원구 사창동 252-25 1층 ,043-233-9000,한식
일반음식점,작은식당,"청주시 서원구 산남로24번길 18-5, 1층 (산남동)",청주시 서원구 산남동 459 1층 ,,한식
일반음식점,비에이치씨(BHC) 청주성화점,"청주시 서원구 장전로12번길 10, 1층 (성화동)",청주시 서원구 성화동 733 1층 ,043-234-5557,호프/통닭
일반음식점,팡팡,"청주시 서원구 구룡산로52번길 51, 상가동 1층 103호 (성화동, 다안채6단지아파트)",청주시 서원구 성화동 1034 다안채6단지아파트 상가동 103호,,호프/통닭
일반음식점,라화방,"청주시 서원구 장전로20번나길 7, 1층 (성화동)",청주시 서원구 성화동 813 1층 ,043-238-5121,중국식
일반음식점,양반밥상,"청주시 서원구 구룡산로 400-2, 1층 (수곡동)",청주시 서원구 수곡동 52-5 1층 ,,한식
일반음식점,후다닭가마솥치킨,"청주시 서원구 무심서로 473, 1층 (사직동)",청주시 서원구 사직동 6-96 1층 ,043-293-6530,호프/통닭
일반음식점,떡형,"청주시 서원구 신화로36번길 33, 1층 106호 (성화동)",청주시 서원구 성화동 454 1층 106호,,분식
일반음식점,성화식당,,청주시 서원구 성화동 300 1층 ,,한식
일반음식점,조선의갈비탕D,"청주시 서원구 산남로70번길 29, 4층 (산남동)",청주시 서원구 산남동 573 4층 ,,한식
일반음식점,갤러리카페더팜,"청주시 서원구 성봉로 230-1, 엔젤가정의학과 1층,지하1층 (개신동)","청주시 서원구 개신동 278-2 엔젤가정의학과 1층, 지하1층 ",043-268-9091,경양식
일반음식점,뉴욕쟁이디저트 사창점,"청주시 서원구 사직대로 137, 1층 (사창동)",청주시 서원구 사창동 231-30 1층 ,043-904-5101,경양식
일반음식점,쉼표분식,"청주시 서원구 서원남로20번길 4, 1층 (모충동)",청주시 서원구 모충동 126-20 1층 ,043-284-0999,분식
일반음식점,비엔제이푸드(B&J FOOD),"청주시 서원구 수곡로10번길 24, 1층 (분평동)",청주시 서원구 분평동 1028 1층 ,,한식
일반음식점,꽃돼지댁,"청주시 서원구 구룡산로337번길 154-2, 1층 (모충동)",청주시 서원구 모충동 133-20 1층 ,,한식
일반음식점,요기잇닭,"청주시 서원구 천수로 29, 1층 (사창동)",청주시 서원구 사창동 181-10 1층 ,,호프/통닭
일반음식점,둘리맥주,"청주시 서원구 봉명로 230, 1층 (사창동)",청주시 서원구 사창동 240-1 ,,호프/통닭
일반음식점,수곡포차,"청주시 서원구 구룡산로 292, 상가동 1층 102호 (수곡동, 산남주공2단지아파트)",청주시 서원구 수곡동 335 산남주공2단지아파트 상가동 102호,,호프/통닭
일반음식점,조선돈까스 수곡분평,"청주시 서원구 청남로 2078-18, 1층 (수곡동)",청주시 서원구 수곡동 79-30 1층 ,,경양식
일반음식점,진미마라탕,"청주시 서원구 창직로 13-2, 1층 (사창동)",청주시 서원구 사창동 364-19 1층 ,043-233-7895,중국식
일반음식점,프롬지,"청주시 서원구 장전로 18, 1층 (성화동)",청주시 서원구 성화동 764 1층 ,,한식
일반음식점,떡볶이참잘하는집 떡참 청주산남점,"청주시 서원구 두꺼비로94번길 4-16, 1층 (산남동)",청주시 서원구 산남동 514 1층 ,,한식
일반음식점,술빛,"청주시 서원구 산남로70번길 34, 신성미소시티블루1 1층 114호 (산남동)",청주시 서원구 산남동 581 신성미소시티블루1 1층 114호,,호프/통닭
일반음식점,해원참치,"청주시 서원구 산남로62번길 15, 두꺼비빌딩 1층 108,109,110호 (산남동)","청주시 서원구 산남동 588 두꺼비빌딩 108,109,110호 ",,일식
일반음식점,만승제면소,"청주시 서원구 분평로6번길 14-6, 1층 (분평동)",청주시 서원구 분평동 1399 1층 ,,한식
일반음식점,육앤샤,"청주시 서원구 창신로26번길 13, B동 1층 (사창동)",청주시 서원구 사창동 286-31 B동 1층 ,,한식
일반음식점,에이커(ACRE),"청주시 서원구 용평로113번길 47, 1,2,3층 (분평동)","청주시 서원구 분평동 637-2 1,2,3층 ",,경양식
일반음식점,국수사랑,"청주시 서원구 수곡로58번길 15-2, 1층 (수곡동)",청주시 서원구 수곡동 874 1층 ,,한식
일반음식점,옥이네맛깔감자탕,"청주시 서원구 수곡로99번길 7-1, 1층 (수곡동)",청주시 서원구 수곡동 673 1층 ,,한식
일반음식점,지성이해물찜,"청주시 서원구 용호로8번길 4, 1층 (죽림동)",청주시 서원구 죽림동 343 1층 ,043-234-8285,한식
일반음식점,진성한우곱창,"청주시 서원구 분평로6번길 6-1, 1층 (분평동)",청주시 서원구 분평동 1403 1층 ,043-288-5295,식육(숯불구이)
일반음식점,띵킹컵(Thinking cup),"청주시 서원구 용호로 74, 1,2층 (성화동)",청주시 서원구 성화동 98-2 ,043-234-4180,기타
일반음식점,텍사스12바베큐,"청주시 서원구 신성화로34번길 86, 1층 (성화동)",청주시 서원구 성화동 501 1층 ,043-237-3001,호프/통닭
일반음식점,폭풍토핑 피자스톰,"청주시 서원구 천수로24번길 16, 1층 (사창동)",청주시 서원구 사창동 190-5 1층 ,,경양식
일반음식점,룸쓰룸호프,"청주시 서원구 1순환로672번길 31, 3층 (사창동)",청주시 서원구 사창동 411 3층 ,043-274-5882,호프/통닭
일반음식점,베스트생갈비찜&찜닭,"청주시 서원구 사직대로176번길 14, 1층 (사창동)",청주시 서원구 사창동 305-17 1층 ,,한식
일반음식점,신(辛)짬뽕,"청주시 서원구 청남로 2119-1, 1층 (모충동)",청주시 서원구 모충동 122-11 1층 ,,중국식
일반음식점,새싹인삼FOOD,"청주시 서원구 호국로25번길 9, 1층 (사직동)",청주시 서원구 사직동 639-13 1층 ,,한식
일반음식점,부산낙곱새회관 청주분평점,"청주시 서원구 원마루로 4, 중원한의원 1층 (분평동)",청주시 서원구 분평동 1358 중원한의원 1층 ,043-298-9866,한식
일반음식점,서민피자,"청주시 서원구 창직로 24, 1층 (사창동)",청주시 서원구 사창동 363-15 1층 ,043-263-7972,경양식
일반음식점,채씨네짬뽕,"청주시 서원구 산남로70번길 34, 1층 107호 (산남동)",청주시 서원구 산남동 581 1층 107호 ,,중국식
일반음식점,배달은건어물맥주봉명점,"청주시 서원구 봉명로 236, 1층 (사창동)",청주시 서원구 사창동 240-3 1층 ,,기타
일반음식점,고기박사냉면초계막국수,"청주시 서원구 궁뜰로34번길 68, 1층 (미평동)",청주시 서원구 미평동 113-1 1층 ,043-298-9997,한식
일반음식점,커피의 언덕,"청주시 서원구 내수동로102번길 52-6, 1층 (사창동)",청주시 서원구 사창동 385-25 1층 ,,기타
